time_ms,diameter_mm
0.0,2.8379999999999996
1.0,2.795
2.0,2.795
3.0,2.752
4.0,2.752
5.0,2.752
6.0,2.752
7.0,2.752
8.0,2.752
9.0,2.752
10.0,2.7089999999999996
11.0,2.7089999999999996
12.0,2.7089999999999996
13.0,2.7089999999999996
14.0,2.7089999999999996
15.0,2.666
16.0,2.666
17.0,2.666
18.0,2.6229999999999998
19.0,2.6229999999999998
20.0,2.6229999999999998
21.0,2.6229999999999998
22.0,2.6229999999999998
23.0,2.6229999999999998
24.0,2.6229999999999998
25.0,2.6229999999999998
26.0,2.6229999999999998
27.0,2.6229999999999998
28.0,2.6229999999999998
29.0,2.5799999999999996
30.0,2.5799999999999996
31.0,2.537
32.0,2.5799999999999996
33.0,2.5799999999999996
34.0,2.537
35.0,2.537
36.0,2.537
37.0,2.537
38.0,2.537
39.0,2.537
40.0,2.537
41.0,2.537
42.0,2.537
43.0,2.537
44.0,2.537
45.0,2.537
46.0,2.537
47.0,2.4939999999999998
48.0,2.537
49.0,2.4939999999999998
50.0,2.4939999999999998
51.0,2.4939999999999998
52.0,2.4939999999999998
53.0,2.4939999999999998
54.0,2.4939999999999998
55.0,2.4509999999999996
56.0,2.4939999999999998
57.0,2.4509999999999996
58.0,2.4939999999999998
59.0,2.4509999999999996
60.0,2.4939999999999998
61.0,2.4509999999999996
62.0,2.4939999999999998
63.0,2.4509999999999996
64.0,2.4939999999999998
65.0,2.4509999999999996
66.0,2.4509999999999996
67.0,2.4509999999999996
68.0,2.4939999999999998
69.0,2.408
70.0,2.4509999999999996
71.0,2.408
72.0,2.408
73.0,2.408
74.0,2.408
75.0,2.408
76.0,2.4509999999999996
77.0,2.408
78.0,2.408
79.0,2.408
80.0,2.408
81.0,2.408
82.0,2.408
83.0,2.408
84.0,2.408
85.0,2.3649999999999998
86.0,2.408
87.0,2.408
88.0,2.408
89.0,2.3649999999999998
90.0,2.3649999999999998
91.0,2.3649999999999998
92.0,2.408
93.0,2.408
94.0,2.408
95.0,2.3649999999999998
96.0,2.3649999999999998
97.0,2.3649999999999998
98.0,2.408
99.0,2.408
100.0,2.3649999999999998
101.0,2.3649999999999998
102.0,2.3649999999999998
103.0,2.3649999999999998
104.0,2.3649999999999998
105.0,2.3649999999999998
106.0,2.3649999999999998
107.0,2.3649999999999998
108.0,2.3649999999999998
109.0,2.3649999999999998
110.0,2.3649999999999998
111.0,2.3649999999999998
112.0,2.3649999999999998
113.0,2.3649999999999998
114.0,2.3649999999999998
115.0,2.3649999999999998
116.0,2.3649999999999998
117.0,2.3649999999999998
118.0,2.3649999999999998
119.0,2.3649999999999998
120.0,2.3649999999999998
121.0,2.3649999999999998
122.0,2.3649999999999998
123.0,2.3649999999999998
124.0,2.3649999999999998
125.0,2.3219999999999996
126.0,2.3219999999999996
127.0,2.3219999999999996
128.0,2.3219999999999996
129.0,2.3219999999999996
130.0,2.3219999999999996
131.0,2.3219999999999996
132.0,2.3219999999999996
133.0,2.3219999999999996
134.0,2.3219999999999996
135.0,2.3219999999999996
136.0,2.3219999999999996
137.0,2.3219999999999996
138.0,2.3219999999999996
139.0,2.3219999999999996
140.0,2.3219999999999996
141.0,2.3219999999999996
142.0,2.3219999999999996
143.0,2.3219999999999996
144.0,2.3219999999999996
145.0,2.3219999999999996
146.0,2.3219999999999996
147.0,2.3219999999999996
148.0,2.3219999999999996
149.0,2.279
150.0,2.279
151.0,2.279
152.0,2.3219999999999996
153.0,2.279
154.0,2.279
155.0,2.279
156.0,2.279
157.0,2.279
158.0,2.279
159.0,2.279
160.0,2.279
161.0,2.279
162.0,2.279
163.0,2.279
164.0,2.279
165.0,2.279
166.0,2.279
167.0,2.279
168.0,2.279
169.0,2.279
170.0,2.2359999999999998
171.0,2.279
172.0,2.2359999999999998
173.0,2.279
174.0,2.279
175.0,2.279
176.0,2.279
177.0,2.279
178.0,2.279
179.0,2.279
180.0,2.2359999999999998
181.0,2.279
182.0,2.279
183.0,2.279
184.0,2.279
185.0,2.279
186.0,2.279
187.0,2.279
188.0,2.2359999999999998
189.0,2.279
190.0,2.2359999999999998
191.0,2.279
192.0,2.279
193.0,2.2359999999999998
194.0,2.2359999999999998
