time_ms,diameter_mm
0.0,2.666
1.0,2.6229999999999998
2.0,2.6229999999999998
3.0,2.6229999999999998
4.0,2.5799999999999996
5.0,2.5799999999999996
6.0,2.537
7.0,2.4939999999999998
8.0,2.4939999999999998
9.0,2.4509999999999996
10.0,2.4509999999999996
11.0,2.4509999999999996
12.0,2.408
13.0,2.3649999999999998
14.0,2.3649999999999998
15.0,2.3219999999999996
16.0,2.3649999999999998
17.0,2.3219999999999996
18.0,2.3219999999999996
19.0,2.3219999999999996
20.0,2.279
21.0,2.279
22.0,2.2359999999999998
23.0,2.279
24.0,2.2359999999999998
25.0,2.2359999999999998
26.0,2.1929999999999996
27.0,2.2359999999999998
28.0,
29.0,2.1929999999999996
30.0,2.15
31.0,2.15
32.0,2.1069999999999998
33.0,2.15
34.0,2.1069999999999998
35.0,2.1069999999999998
36.0,2.064
37.0,2.1069999999999998
38.0,2.021
39.0,2.021
40.0,1.9779999999999998
41.0,2.021
42.0,1.9779999999999998
43.0,1.9779999999999998
44.0,1.9349999999999998
45.0,1.9349999999999998
46.0,1.9349999999999998
47.0,1.9349999999999998
48.0,1.892
49.0,1.9349999999999998
50.0,1.892
51.0,1.8489999999999998
52.0,1.8489999999999998
53.0,1.8059999999999998
54.0,1.8489999999999998
55.0,1.8059999999999998
56.0,1.763
57.0,1.8059999999999998
58.0,1.763
59.0,1.763
60.0,1.763
61.0,1.763
62.0,1.7199999999999998
63.0,1.763
64.0,1.6769999999999998
65.0,1.6769999999999998
66.0,1.6769999999999998
67.0,1.634
68.0,1.634
69.0,1.634
70.0,1.591
71.0,1.591
72.0,1.5479999999999998
73.0,1.591
74.0,1.5479999999999998
75.0,1.505
76.0,1.505
77.0,1.505
78.0,1.505
79.0,1.505
80.0,1.462
81.0,1.4189999999999998
82.0,1.4189999999999998
83.0,1.4189999999999998
84.0,1.4189999999999998
85.0,1.4189999999999998
86.0,1.376
87.0,1.333
88.0,1.333
89.0,1.333
90.0,1.2899999999999998
91.0,1.2899999999999998
92.0,1.2469999999999999
93.0,1.2899999999999998
94.0,1.2469999999999999
95.0,1.2469999999999999
96.0,1.204
97.0,1.1609999999999998
98.0,1.1609999999999998
99.0,1.1609999999999998
100.0,1.075
101.0,1.1179999999999999
102.0,1.075
103.0,1.075
104.0,1.032
105.0,1.032
106.0,1.032
107.0,1.032
108.0,0.946
109.0,0.946
110.0,0.9029999999999999
111.0,0.9029999999999999
112.0,0.9029999999999999
113.0,0.8599999999999999
114.0,0.8599999999999999
115.0,0.7739999999999999
116.0,0.7739999999999999
117.0,0.731
118.0,0.731
119.0,0.731
120.0,0.688
121.0,0.6449999999999999
122.0,0.6449999999999999
123.0,0.602
124.0,0.5589999999999999
125.0,0.5589999999999999
126.0,0.473
127.0,0.473
128.0,0.42999999999999994
129.0,0.38699999999999996
130.0,0.38699999999999996
131.0,0.344
132.0,0.301
133.0,0.258
134.0,0.21499999999999997
135.0,0.172
136.0,0.172
137.0,0.129
138.0,0.086
139.0,0.0
